,H,OMEGA_M,OMEGA_L,W0,WA,Z,ANGLE,ell0,ell1,ell2,ell3,ell4,ell5,ell6,ell7,ell8,ell9,ell10,ell11,ell12,ell13,ell14,ell15,ell16,ell17,ell18,ell19,ell20,ell21,ell22,ell23,ell24,ell25,ell26,ell27,ell28,ell29,ell30,ell31,ell32,ell33,ell34,ell35,ell36
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.126451601211126e-08,0.0,0.0,1.0069654672586158e-08,0.0,0.0,1.4396550242172586e-08,9.945988337393859e-09,0.0,0.0,4.781616091995467e-09,1.4735128543142898e-09,4.239629454173153e-09,2.2486889130796856e-09,3.299803252610603e-09,3.19544859671788e-09,1.8242005806738406e-09,1.108232380843835e-09,1.661071136323567e-09,2.1428487666676735e-09,1.623618223983136e-09,1.459722991694614e-09,7.807947869422807e-10,9.77336559667713e-10,7.729830657496791e-10,6.964634988581762e-10,5.713674227704822e-10,3.901843420654094e-10,3.4193124101103564e-10,2.577879933584762e-10,2.33000428519167e-10,1.9695934331792185e-10,1.7449847468435403e-10,1.4572269997775688e-10,1.1262183461582506e-10,9.016552180354573e-11,7.227798756650231e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.5698436313491952e-08,0.0,0.0,1.6212855599680643e-08,0.0,0.0,3.322756739663045e-09,7.450136545384615e-10,0.0,0.0,5.237565051092837e-09,5.165099977005142e-09,2.0779777357084494e-09,3.501932698884138e-09,1.2135787532360572e-09,2.4738114516204268e-09,2.9639442210272485e-09,2.046304062565115e-09,1.8740296627464263e-09,1.4697442631752847e-09,1.1829614509588449e-09,1.3448953820612332e-09,8.841939721261114e-10,8.059854505873456e-10,8.543452099953212e-10,6.46317953858982e-10,5.935920149332954e-10,5.146540393234896e-10,4.060488175945754e-10,3.7807462377986914e-10,3.073529695539552e-10,2.517245418535364e-10,2.1338018671793981e-10,1.7900193978195112e-10,1.3642224889987843e-10,1.1130913977220686e-10,8.866410744033936e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,6.277121826163938e-08,0.0,0.0,2.9158311480554363e-09,0.0,0.0,1.2405428936427251e-08,5.473528820131075e-09,0.0,0.0,7.819236994427241e-09,7.50754140685467e-09,2.1479690484041995e-09,4.0581965941508194e-09,6.161162197555673e-09,2.4379689712508333e-09,2.604906481994398e-09,3.165385815402623e-09,2.919256818837619e-09,1.1264475934838283e-09,1.714902434708559e-09,1.3414476056215145e-09,8.533506079151271e-10,1.1472551930521444e-09,9.905935727579411e-10,6.838646499900103e-10,7.185035367494789e-10,6.006612508115301e-10,4.5668170726951204e-10,4.2934295468829417e-10,3.508625086019891e-10,2.5535249449333006e-10,2.2201098766670654e-10,1.901373630210368e-10,1.466894185788096e-10,1.1106288924985039e-10,1.0217843966612494e-10
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.94345719590394e-08,0.0,0.0,4.782734855387394e-09,0.0,0.0,5.621920613747721e-09,4.946617161306486e-09,0.0,0.0,7.716494425510351e-09,4.501868820043726e-09,4.170470234655261e-09,5.9291163916434504e-09,2.833397044559732e-09,1.9409810696187405e-09,2.5521686550739208e-09,1.9169430978016537e-09,1.807198744229931e-09,1.2811465288571006e-09,1.3201318948148277e-09,1.359548216019908e-09,1.4879150786427134e-09,1.2273019759103405e-09,8.078338873465157e-10,5.572062567770397e-10,6.497694771775885e-10,4.1575570457859084e-10,5.618909487819686e-10,3.922301615321226e-10,2.785068372932412e-10,2.707342797022967e-10,2.0607284551713957e-10,1.5885441828609983e-10,1.2094924242206283e-10,1.0289189744388644e-10,8.59117184184991e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.1677350486180876e-08,0.0,0.0,1.0516576055360596e-08,0.0,0.0,5.394153914021766e-09,1.3631656036167426e-08,0.0,0.0,8.655874644135705e-09,6.646152823597355e-09,3.536639374369846e-09,4.215526750529497e-09,3.2487229748312974e-09,3.4805785260989536e-09,2.6913412681947197e-09,2.178796027384689e-09,2.570506402510362e-09,2.0179727667508283e-09,1.5827461228912378e-09,1.3835439269081098e-09,1.0836169572543648e-09,8.289386822157694e-10,7.740785110053729e-10,7.080179918133493e-10,5.542041234074723e-10,4.70679578329436e-10,3.852735271004665e-10,4.0550454196218497e-10,2.9312079127927165e-10,2.4946863592610173e-10,1.9139375933530162e-10,1.7136686553428127e-10,1.4141672919446135e-10,1.0994273803254811e-10,8.846708653522117e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.123825980573582e-08,0.0,0.0,1.789473360544072e-08,0.0,0.0,1.0268197271808533e-09,3.6488676952280014e-09,0.0,0.0,3.5889055414354547e-09,3.869548990298593e-09,1.389081222365481e-09,2.369970342672056e-09,1.607155897149738e-09,1.1426167709733943e-09,6.487602103950825e-10,9.817337141839524e-10,9.331896981321985e-10,1.0495219283001002e-09,6.435252341331138e-10,5.928801675171127e-10,6.579387708233042e-10,5.822698584005741e-10,4.65152827296964e-10,5.07602856986776e-10,3.2807751613979436e-10,3.4417064937363895e-10,2.700284657595775e-10,2.1678436736842125e-10,1.896753259314372e-10,1.5644891052215543e-10,1.331560299671899e-10,1.1186297872806827e-10,9.691803581620825e-11,7.48662818770005e-11,5.93731867237083e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.9486458745009815e-08,0.0,0.0,9.191223314417314e-09,0.0,0.0,8.720738670102366e-09,5.071843814957392e-09,0.0,0.0,1.5936324908802843e-09,3.3521169233188047e-09,3.187383051905239e-09,1.709795657505843e-09,1.1818577967282257e-09,2.2282226121534144e-09,1.3677793475103179e-09,1.5926820714673816e-09,1.970466895204506e-09,1.2554579867784554e-09,1.0387288081857885e-09,1.1397894947719434e-09,7.702508609186188e-10,7.738308727965545e-10,5.481928564438132e-10,5.074420441181646e-10,4.6401846797193494e-10,4.0620564213805126e-10,3.9679257052962074e-10,3.162288211209282e-10,2.0967528843774965e-10,2.33224264841494e-10,1.6767580236941806e-10,1.4435151655185977e-10,1.1322507739125326e-10,9.515068591804854e-11,7.384425111902174e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,6.100124157109885e-09,0.0,0.0,6.178395829949833e-09,0.0,0.0,4.151007877339265e-09,5.2534363682200965e-09,0.0,0.0,2.9214306965834013e-09,6.082409895813935e-09,7.543858487774635e-09,2.116546028508367e-09,5.609795262496524e-09,2.5720013324035393e-09,3.888112192681486e-09,1.917253632299139e-09,2.6228286599688157e-09,1.7989120117656013e-09,1.2321297622416902e-09,1.0024235968903237e-09,1.0523506071020964e-09,8.397309371502991e-10,8.916901435193568e-10,6.613663354914735e-10,5.603103796946965e-10,5.094370375061683e-10,4.142259224960525e-10,3.603109931222868e-10,2.6014808392701556e-10,2.5478731566731213e-10,2.0205756363260764e-10,1.5446522780309826e-10,1.2882728487479242e-10,1.0299214188633397e-10,7.836908424961664e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.253027365908775e-09,0.0,0.0,3.581112577405409e-09,0.0,0.0,2.8505715754846407e-09,5.700394785730244e-09,0.0,0.0,5.875641662262483e-09,3.91936640510738e-09,5.843355160711563e-09,2.5652355415268142e-09,1.9972939428568093e-09,2.363158584875703e-09,1.4462124767676424e-09,1.8582322088119414e-09,1.6931209386149881e-09,9.777082869186918e-10,1.3884127780930347e-09,9.876663587852614e-10,8.312050586300361e-10,7.72939016040283e-10,7.27613022164697e-10,5.609619120122105e-10,5.216420736386849e-10,4.728317537019727e-10,3.8173249221324856e-10,3.563190213542336e-10,2.867654226963372e-10,2.4449081408166167e-10,1.8724625712557977e-10,1.6395279337975995e-10,1.3746192901145346e-10,1.0245523390151544e-10,8.512393646904245e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.0689090429683136e-08,0.0,0.0,3.657579698482418e-08,0.0,0.0,1.203071653385334e-08,5.223234835732656e-09,0.0,0.0,3.906644299573038e-09,4.269388555624471e-09,2.8579547657251488e-09,2.749592575333414e-09,1.7945896290325628e-09,9.951565880819276e-10,1.6966833213914612e-09,1.8339587609447842e-09,1.5320845939660394e-09,1.1713708181058358e-09,1.8078923161624809e-09,1.0928366625053408e-09,1.3574634892616098e-09,6.034138477023388e-10,7.520129014414714e-10,6.066629280607235e-10,6.006795260752387e-10,5.080034330686916e-10,4.575301766045755e-10,3.621915938850331e-10,2.8476005232901953e-10,2.2530879759258347e-10,1.9254871450648847e-10,1.6213944751470977e-10,1.2600453301870434e-10,1.0751000319827869e-10,8.699225077437221e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.469953756359877e-09,0.0,0.0,4.5820683383022216e-08,0.0,0.0,5.649074951406919e-09,1.030075757325745e-08,0.0,0.0,1.3974506740434357e-09,2.6557778282262164e-09,2.8963399024488983e-09,2.4159935572535554e-09,1.5647427220277607e-09,1.3845515325566237e-09,1.2190565575632902e-09,1.1921390515654332e-09,1.1296943833042554e-09,1.1989834609882637e-09,7.439099147652875e-10,7.382221369805007e-10,8.283415955750561e-10,7.036426103767437e-10,5.178966737033965e-10,5.659251971354501e-10,3.305628288324391e-10,3.956931902264931e-10,3.4072989324571253e-10,2.990605675419366e-10,2.2385649219633394e-10,2.067454788765668e-10,1.8114980772149455e-10,1.3851217700829208e-10,1.2265960944477498e-10,9.259241481255047e-11,7.519425045101629e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,8.082788196871084e-09,0.0,0.0,9.531399835456152e-09,0.0,0.0,8.164862416189858e-09,2.972805713686791e-09,0.0,0.0,2.627518163315831e-09,2.965099703429531e-09,1.230988612572918e-09,1.9680364515585703e-09,1.27935285478027e-09,2.452078612336727e-09,8.803253687626426e-10,1.4151833208612352e-09,9.582509989630962e-10,1.609610892025157e-09,1.0517563916650837e-09,8.814505515974107e-10,9.091261464195712e-10,7.358640011808575e-10,6.618785921886066e-10,6.936799385991729e-10,5.014634784272917e-10,4.2386334518361583e-10,4.27759194966218e-10,3.231972437040422e-10,2.880615469042018e-10,2.1999227696217057e-10,1.96724554273361e-10,1.5048257912850605e-10,1.287571132674739e-10,9.815806263531861e-11,8.207171920825823e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.1913291526173786e-08,0.0,0.0,7.945779806443373e-09,0.0,0.0,6.529099870149925e-09,8.715879795439121e-09,0.0,0.0,2.0197718829846803e-09,5.436773069311438e-09,6.997161755478484e-10,1.8239917371775037e-09,3.480992939057449e-09,2.491499410455089e-09,1.8575167492246083e-09,1.6712175871853014e-09,1.5822900376805232e-09,7.028118756223016e-10,1.061923478976243e-09,8.467181284277003e-10,8.957252796936955e-10,9.488845732480544e-10,1.0540579420362923e-09,5.9373398228039e-10,6.073044484469764e-10,3.9180898952023386e-10,4.1696922020899566e-10,3.7310329963910425e-10,2.836798782273448e-10,2.530883503256459e-10,1.8457452517191128e-10,1.4705478862045574e-10,1.2310969323483606e-10,1.0001860641271946e-10,7.999426170780927e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,8.781283900233757e-09,0.0,0.0,6.270971808331422e-09,0.0,0.0,6.382120174870182e-09,3.6109411615364286e-09,0.0,0.0,7.772073152168675e-10,4.567591083881071e-09,1.2646042917526194e-09,3.421819979966576e-09,1.7150116252498035e-09,2.2622539762821318e-09,1.906058073771524e-09,2.0662271394858993e-09,1.2513444252460882e-09,6.952657162821523e-10,1.0835908670202952e-09,8.63141518336889e-10,6.21686996971475e-10,7.848084218150429e-10,6.703335218082964e-10,6.495200391335586e-10,4.696161722582532e-10,5.250819289536645e-10,3.2640781449370575e-10,2.989225585427124e-10,2.599978524182716e-10,2.2220298739961694e-10,1.763348855156488e-10,1.406991494907341e-10,1.2272106286962025e-10,9.260029740062082e-11,7.419473216330376e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.5037748098971195e-09,0.0,0.0,1.77803046198239e-08,0.0,0.0,1.6252634549805796e-08,4.484673468815541e-09,0.0,0.0,2.6856592974728923e-09,3.817407781548421e-09,3.2931490813616997e-09,1.973948268719568e-09,4.089482772362857e-09,4.347295585161928e-09,1.9666349647049583e-09,1.5183789203830725e-09,1.37418528828978e-09,1.2483696118037614e-09,1.1327412726798845e-09,9.382934439700239e-10,7.810416194483939e-10,9.262765392733839e-10,5.393375258285297e-10,6.550228127457339e-10,4.81810637779861e-10,4.277191102787897e-10,3.732387875893163e-10,3.2729809723911794e-10,2.390395581407087e-10,2.0811037588381414e-10,1.6773304983656006e-10,1.314855554566542e-10,1.1627209377295488e-10,8.577016645933877e-11,7.467030376629989e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.0883216434447826e-08,0.0,0.0,1.900540369967614e-08,0.0,0.0,8.065752860517648e-09,2.690485701064001e-09,0.0,0.0,5.26419593508208e-09,2.635983893338059e-09,5.020837385072016e-10,2.8950409950883995e-09,2.3389410695180968e-09,2.470833470402392e-09,1.7567031467852803e-09,2.4009687073841882e-09,1.5021534675346279e-09,7.467990071855827e-10,6.518315083875911e-10,6.97541344815498e-10,9.41796247415878e-10,9.061337186576511e-10,3.9282347213272333e-10,6.266029037586394e-10,4.801842136675551e-10,3.68598506295623e-10,3.077924453346422e-10,2.431883740698476e-10,2.2806437246601123e-10,1.95934981443504e-10,1.576658945068833e-10,1.3418340763419692e-10,1.136445410989352e-10,8.667779959498071e-11,7.135568745302767e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.0304156849895668e-08,0.0,0.0,1.2278242669297787e-08,0.0,0.0,4.075387548017913e-09,2.861240746960969e-09,0.0,0.0,6.086334234519364e-09,6.930974396226317e-09,1.3883988158830272e-09,2.6582521196513503e-09,9.835232870103893e-10,3.438531032276754e-09,1.6676749647829288e-09,1.7115967926369636e-09,2.6903868539828834e-09,1.3699167852945741e-09,1.3985704211106906e-09,1.3315534505227466e-09,9.8091688316612e-10,8.509763185659337e-10,6.195241188861519e-10,5.617865355144557e-10,5.456289332969311e-10,4.831082963061463e-10,3.274727952312448e-10,2.953491736175301e-10,2.8665832840412166e-10,2.23862451670355e-10,1.809471845713955e-10,1.388087697131669e-10,1.1231742901531825e-10,9.45707787837925e-11,7.602245563246151e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.4023059257590602e-08,0.0,0.0,1.1799145956801769e-08,0.0,0.0,5.078725760339771e-09,3.1694872699140448e-09,0.0,0.0,5.239375949502428e-09,1.7774505428387844e-09,4.895044808309786e-09,4.4877355653295e-09,1.5612132497019995e-09,2.1365975242689525e-09,1.957939195089882e-09,1.6899684849601995e-09,1.7765467886933446e-09,7.861503740140671e-10,1.2577745670872303e-09,1.0570416831861779e-09,1.0866521136904556e-09,7.248747593172289e-10,7.685565143834724e-10,6.388818699398141e-10,5.826900140325153e-10,4.816852379806952e-10,4.323527203968556e-10,3.2474910964989214e-10,2.6595099617970734e-10,2.353180047552633e-10,2.189134363303382e-10,1.5140051422335827e-10,1.3770771985540344e-10,1.0288148607814671e-10,8.444131289952095e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.2389637410393841e-08,0.0,0.0,2.633861383894468e-08,0.0,0.0,3.890340694536596e-09,1.0898415408842056e-08,0.0,0.0,4.009156563789542e-09,2.4017838705930836e-09,1.6951154516015768e-09,2.798741551676526e-09,1.6769864022940724e-09,1.6034789311132924e-09,2.375637130098608e-09,2.5802296905714416e-09,1.8746269159619496e-09,1.5413815774534158e-09,1.4744919954282796e-09,1.2177555132166366e-09,8.392244780654443e-10,9.101025209605791e-10,7.554866557096718e-10,5.09919359108572e-10,5.328531678431364e-10,5.511276962889252e-10,3.603669506906e-10,3.0598314818587285e-10,2.6920591957646333e-10,2.488643902086754e-10,1.8960722184008121e-10,1.4826215811997102e-10,1.3248286034567018e-10,9.417271083564136e-11,7.700174417117406e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,7.223996361186317e-09,0.0,0.0,5.02421399510078e-09,0.0,0.0,2.8960025671837983e-09,7.139215565316472e-09,0.0,0.0,3.599849315642443e-09,2.259535849876902e-09,4.048990321493516e-09,2.4568156796946086e-09,1.2092857155758752e-09,2.562118221112107e-09,3.1207572240306045e-09,1.8290665178481475e-09,1.491188241936506e-09,1.6762182221130525e-09,1.6527021181944174e-09,1.342722282373792e-09,1.1716033939640126e-09,8.195598082536976e-10,7.549336863586065e-10,6.694940346131039e-10,5.984292198308614e-10,5.012812627982106e-10,5.043519018795855e-10,3.5860268911486403e-10,3.0786738948563314e-10,2.739549127379706e-10,2.156391236439482e-10,1.7373110201268461e-10,1.341004053271079e-10,1.1041151277319209e-10,8.592171030122186e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.7635862961160904e-09,0.0,0.0,3.0188228462231308e-09,0.0,0.0,2.97857519969305e-09,5.1039872402660676e-09,0.0,0.0,3.12903259852548e-09,1.286379869887231e-09,2.0042385539640154e-09,2.3586408437044726e-09,2.5943567114634688e-09,1.973392234408554e-09,1.4378733283304328e-09,8.604090508896638e-10,8.733261158536671e-10,1.0638366737447397e-09,9.366550981425225e-10,7.14798130306238e-10,5.560091775823041e-10,7.408853274504554e-10,7.267978417376924e-10,4.807590634293131e-10,4.751918886912292e-10,3.3427058069679205e-10,3.547000806369942e-10,2.685437078346856e-10,2.1193787997823412e-10,1.9033761916801208e-10,1.665113125013458e-10,1.3850800179773544e-10,9.958544473317007e-11,8.715948049515569e-11,6.965966021244639e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.969936396197485e-08,0.0,0.0,3.743324411178618e-09,0.0,0.0,1.0340347310582824e-09,4.1757607528376235e-09,0.0,0.0,4.561479663811647e-09,1.5824099529587983e-09,2.6624291936076554e-09,1.2439773828304849e-09,1.1307471343680005e-09,1.4310945708959948e-09,2.1340123889810585e-09,1.2291521937403882e-09,1.609161199842941e-09,1.1844722686448409e-09,1.1234180866381647e-09,8.99303163081428e-10,8.626812873780077e-10,9.021698663348969e-10,6.088623856647035e-10,4.6443894878026933e-10,4.4136080457854164e-10,4.1146476959388466e-10,3.853868202601126e-10,2.7868787977431743e-10,2.6214467168633693e-10,2.2997762075821144e-10,1.8047344765523308e-10,1.3605632668615832e-10,1.1557531740359168e-10,1.0010885118697932e-10,8.083696460443364e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.175218070153686e-09,0.0,0.0,5.768867058077514e-09,0.0,0.0,4.674619489705483e-09,4.981935306440582e-09,0.0,0.0,3.2679619017172263e-09,2.3613060121789006e-09,3.632995036724316e-09,2.901131817883541e-09,1.896699122370381e-09,1.874579246171577e-09,1.5093927475859424e-09,1.8520530822589555e-09,1.4541074655177518e-09,8.586984385718779e-10,6.338634933249764e-10,8.809893503324382e-10,9.265169806013019e-10,7.447989165634616e-10,5.692778273600323e-10,6.542929528479243e-10,4.5854901849548085e-10,3.857606456846676e-10,3.7112202802333654e-10,3.114231404518841e-10,2.6233393727074067e-10,1.7947147576228155e-10,1.7811306015439828e-10,1.3755344056403846e-10,1.0596424179753472e-10,8.937358138680232e-11,7.239354928988676e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.5581934371278284e-08,0.0,0.0,4.471509199583142e-09,0.0,0.0,5.501810719374617e-09,5.767665799411265e-09,0.0,0.0,5.827965715941621e-09,4.454761377316655e-09,3.645127299399451e-09,2.9735212429652734e-09,4.324970518692441e-09,2.313186462034938e-09,1.6067008598073874e-09,1.5087544812685459e-09,1.9107428517143277e-09,9.888237787999981e-10,1.827693217237342e-09,1.3436305204841053e-09,1.3804639360817151e-09,5.887462563029747e-10,1.087625579049997e-09,5.324269351961829e-10,7.077454870330927e-10,4.813115062620844e-10,4.712534124307273e-10,3.5854098003661826e-10,2.905802153222325e-10,2.755320281431294e-10,2.1442706756884727e-10,1.8071716281102955e-10,1.428070377079723e-10,1.1165852104346193e-10,8.270148056998035e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.63630002268516e-09,0.0,0.0,1.1188041654843407e-08,0.0,0.0,4.625056146432505e-09,1.0703757501275095e-08,0.0,0.0,3.5248119864116007e-09,3.344131658389548e-09,1.8789760075798543e-09,3.396440605462723e-09,1.196117080428412e-09,1.1347510211325031e-09,1.5100580584442247e-09,1.7891724410332311e-09,1.5449610021245196e-09,7.35572977465234e-10,1.466971912194963e-09,1.0978049810946196e-09,8.866217698745952e-10,7.436548422861698e-10,8.282411308331113e-10,5.063077248088975e-10,4.191235848191623e-10,3.970216616020889e-10,3.613682366553275e-10,3.160636109726861e-10,2.53326855246278e-10,2.0043971867462396e-10,1.6049938743103283e-10,1.5187114811768446e-10,1.0846642620117096e-10,9.16856342095136e-11,7.701226300754353e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.0143310120313638e-08,0.0,0.0,7.375600615685752e-09,0.0,0.0,1.1174482291886898e-08,1.668063966500354e-08,0.0,0.0,4.169529710231109e-09,3.2810983069672584e-09,8.850073326227588e-09,3.66583607649937e-09,2.1573365549095354e-09,3.734824294343472e-09,3.330272908664782e-09,1.693905702412179e-09,1.3369034079280113e-09,2.3273492211661746e-09,1.222892407464264e-09,1.1585924045567084e-09,9.65328373622643e-10,8.786217288688275e-10,9.172929792075026e-10,5.814692038287176e-10,5.788301307217965e-10,5.968066684751083e-10,4.0163448598387996e-10,3.551063002109602e-10,2.907835562415373e-10,2.381795713541226e-10,1.954243730340909e-10,1.6199898133268732e-10,1.3336067291471402e-10,1.1672705070946344e-10,8.269574450468279e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.8346332481560423e-08,0.0,0.0,2.9975538991224154e-09,0.0,0.0,9.699038606281155e-09,2.7923900343426346e-09,0.0,0.0,4.6291258902460095e-09,4.277021913110281e-09,2.512612547452397e-09,3.989876128284858e-09,2.3280224391465544e-09,1.3646696461301818e-09,7.822500665352103e-10,1.3239966826961252e-09,1.432704015396292e-09,1.577965748985614e-09,1.1477152926279761e-09,9.813195815808132e-10,6.199886552195426e-10,6.999731680373794e-10,6.218548062022923e-10,4.715274242394277e-10,4.569437337744874e-10,3.870705674272923e-10,3.259448704440053e-10,2.7510665677431816e-10,2.2697833067139697e-10,1.8346160151325215e-10,1.4687166394473189e-10,1.255473114037827e-10,1.047651448661196e-10,8.263012647613912e-11,6.315968071426361e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.527886602453466e-09,0.0,0.0,1.6106357300217223e-08,0.0,0.0,9.882767308064603e-09,4.393605537965452e-09,0.0,0.0,4.441047294769556e-09,4.676922098573205e-09,2.906189357819558e-09,2.049708744831701e-09,1.7870075134480326e-09,1.2443648178400697e-09,1.883956893212879e-09,1.295216178690867e-09,1.7356808553108616e-09,1.1392707284771982e-09,7.629132125065692e-10,1.0067382792686908e-09,8.415806005052834e-10,5.752813531649618e-10,8.991293359211253e-10,4.996629007802851e-10,4.780382494907204e-10,4.2137644160617864e-10,3.438089978934279e-10,3.0128955209199143e-10,2.615509347958624e-10,2.0779431460294912e-10,1.742422559219712e-10,1.507706724400593e-10,1.2414664594336844e-10,1.0167537988175576e-10,7.841421446170484e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.4689699436667647e-08,0.0,0.0,8.05026282407656e-09,0.0,0.0,1.403145622874361e-09,1.1223144341875855e-08,0.0,0.0,3.752085302055698e-09,2.7994183887687473e-09,2.812861374956639e-09,2.1561990489370263e-09,1.3205012829943817e-09,1.422022407416032e-09,2.301465540114738e-09,7.65748711648736e-10,8.390504043214281e-10,1.0338865811619684e-09,1.3619270432370774e-09,1.0804436730496024e-09,6.415080067398899e-10,8.566372439328037e-10,6.806372758617178e-10,5.63391515141456e-10,5.82983387176074e-10,4.5843285870786986e-10,3.296656501280675e-10,3.2851022251515446e-10,2.5040647088241204e-10,2.293245194604409e-10,1.7360789149522495e-10,1.5402664017776208e-10,1.1564881247929712e-10,1.028460417830777e-10,7.410453253846792e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.662564912433068e-09,0.0,0.0,5.657725579333728e-09,0.0,0.0,5.2361573751405535e-09,1.941540822319463e-09,0.0,0.0,5.035665938645659e-09,4.795253470525904e-09,5.784515976254914e-09,2.943466094830538e-09,3.1328867340027907e-09,3.89584922820403e-09,2.4280546122375324e-09,7.947222259138068e-10,2.0832249981547574e-09,1.1719034529637924e-09,1.3358556280017495e-09,1.3007034123857173e-09,1.1560664211309847e-09,6.773020593207187e-10,6.989169460488051e-10,6.43005955766359e-10,6.722384721886334e-10,3.964370606897729e-10,3.614713696177289e-10,3.786153970770165e-10,3.1864406850966293e-10,2.1773251812434026e-10,2.018597634868879e-10,1.5699291417920427e-10,1.3903379995717767e-10,1.0780667055911811e-10,8.757035959037224e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.485423785389431e-08,0.0,0.0,2.4745937224683564e-08,0.0,0.0,5.4710378845108415e-09,1.826425513692531e-08,0.0,0.0,7.663277747585447e-09,1.0526365805698623e-08,1.2575053916818887e-08,7.603264970084299e-09,4.8144086851996e-09,2.7955356829633843e-09,1.5150777275286827e-09,2.5983804306015443e-09,1.3961627865708697e-09,1.6759160220392488e-09,2.3396207608058153e-09,2.0630585385542577e-09,1.1463439644098595e-09,1.4164622851072517e-09,9.050752968530477e-10,7.996655407283215e-10,7.535156629339187e-10,5.976604251723634e-10,4.744726358659695e-10,4.1300610432302254e-10,3.3371690652467634e-10,2.9260509504409586e-10,2.121070392126416e-10,1.7816523619225495e-10,1.4646303844120608e-10,1.1262707655303562e-10,9.782108924795702e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.0006948983572286e-08,0.0,0.0,7.801622941911243e-09,0.0,0.0,2.1250102087809022e-09,2.809654515667112e-09,0.0,0.0,2.053577664282561e-09,6.999731695117496e-09,2.646306603322613e-09,3.6015934279551416e-09,2.682300743398371e-09,2.372842563769637e-09,1.3437124461514912e-09,1.3189289550002381e-09,1.8200024764164983e-09,1.5464839327591647e-09,1.5099671773368514e-09,1.208189660170517e-09,8.021644843968723e-10,8.034102049478779e-10,6.720367086553311e-10,4.590419835345453e-10,4.3939191956056267e-10,4.2395493327981736e-10,4.859448455863629e-10,2.8174940231899666e-10,2.4854499205069184e-10,2.1300820929436524e-10,1.615250623427376e-10,1.3345338560339755e-10,1.1281738231312845e-10,9.431026925079116e-11,7.257676230358625e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.3109788922128325e-09,0.0,0.0,5.585653055899982e-09,0.0,0.0,1.9133269311466355e-09,7.123211297318818e-09,0.0,0.0,3.310364218937662e-09,3.764119596578231e-09,1.803382992862262e-09,2.300044775213705e-09,1.5032309007226412e-09,1.6335299252449447e-09,1.30954815432604e-09,1.47367815098305e-09,1.7031924042523584e-09,9.915035821756425e-10,1.184744786318444e-09,9.6325973211616e-10,8.438165441741806e-10,7.855891079026674e-10,7.116802393912606e-10,7.010101770030565e-10,4.462868753069395e-10,3.5424507240539335e-10,3.850160377772957e-10,3.4739010920920303e-10,2.8198481197498637e-10,2.1882017134604773e-10,2.014061599458512e-10,1.5289292465080418e-10,1.1214477111562591e-10,1.0295140428633939e-10,7.31791428411342e-11
